,name,t0,t1,armor,artist,attack,cardClass,classes,collectible,collectionText,cost,dbfId,durability,elite,entourage,faction,flavor,health,hideStats,howToEarn,howToEarnGolden,id,mechanics,multiClassGroup,overload,playRequirements,playerClass,race,rarity,referencedTags,set,spellDamage,targetingArrowText,text,type,card_class_num,cardwin,w,winrates
804,King Mukla,-12.6056652069,-16.847038269,,Sunny Gho,5.0,NEUTRAL,,1.0,,3.0,1693.0,,1.0,,,"King Mukla wanders Jaguero Isle, searching for love.",5.0,,,,EX1_014,[BATTLECRY],,,,NEUTRAL,BEAST,LEGENDARY,,EXPERT1,,,<b>Battlecry:</b> Give your opponent 2 Bananas.,MINION,0,168.0,336,0.5
805,King of Beasts,-23.8929519653,-28.4057579041,,Seamus Gallagher,2.0,HUNTER,,1.0,,5.0,2014.0,,,,,He never sleeps.  Not even in the mighty jungle.,6.0,,,,GVG_046,"[BATTLECRY, TAUNT]",,,,HUNTER,BEAST,RARE,,GVG,,,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,MINION,2,13.0,36,0.361111111111
806,King's Defender,14.769947052,31.2985076904,,Michael Franchina,3.0,WARRIOR,,1.0,,3.0,2756.0,2.0,,,,"""King's Attacker"" is a shield.  Funny, huh?",,,,,AT_065,[BATTLECRY],,,,WARRIOR,,RARE,[TAUNT],TGT,,,"<b>Battlecry:</b> If you have a minion with <b>Taunt</b>, gain +1 Durability.",WEAPON,7,72.0,173,0.416184971098
807,King's Elekk,-27.0544605255,-38.41954422,,James Zhang,3.0,HUNTER,,1.0,,2.0,2635.0,,,,,Elekk jousting is AWESOME.,2.0,,,,AT_058,[BATTLECRY],,,,HUNTER,BEAST,COMMON,,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, draw it.",MINION,2,3308.0,6637,0.498417959922
808,Kingsblood,13.8094329834,-5.09700298309,,Konstantin Turovec,,NEUTRAL,,,,5.0,41618.0,,,,,,,,,,CFM_621t22,,,,,NEUTRAL,,,,GANGS,,,Draw 2 cards.,SPELL,0,1.0,2,0.5
809,Kingsblood Toxin,34.31873703,23.7636165619,,Tyler Walpole,,ROGUE,,,,1.0,38934.0,,,,,,,,,,OG_080b,,,,,ROGUE,,,,OG,,,Draw a card.,SPELL,8,361.0,760,0.475
810,Kirin Tor Mage,-11.1269836426,61.1202774048,,Popo Wei,4.0,MAGE,,1.0,,3.0,748.0,,,,,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",3.0,,,,EX1_612,[BATTLECRY],,,,MAGE,,RARE,[SECRET],EXPERT1,,,"[x]<b>Battlecry:</b> The next <b>Secret</b>
you play this turn costs (0).",MINION,9,3220.0,6128,0.52545691906
811,Klaxxi Amber-Weaver,7.50448560715,-37.1280136108,,Cole Eastburn,4.0,DRUID,,1.0,,4.0,38621.0,,,,,Amberweaving is a specialty course at the local trade school.,5.0,,,,OG_188,"[BATTLECRY, RITUAL]",,,,DRUID,,RARE,,OG,,,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",MINION,5,712.0,1314,0.541856925419
812,Knife Juggler,-28.223695755,-12.7520809174,,Matt Cavotta,2.0,NEUTRAL,,1.0,,2.0,1073.0,,,,,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,2.0,,,,NEW1_019,,,,,NEUTRAL,,RARE,,EXPERT1,,,"[x]After you summon a
minion, deal 1 damage
to a random enemy.",MINION,0,6292.0,12526,0.502315184416
813,Knight of the Wild,3.9084982872,-30.0639457703,,Ralph Horsley,6.0,DRUID,,1.0,,7.0,2788.0,,,,,He gets a discount on the tournament entry fee because he is his own horse.,6.0,,,,AT_041,,,,,DRUID,,RARE,,TGT,,,"Whenever you summon a Beast, reduce the Cost of this card by (1).",MINION,5,23.0,62,0.370967741935
814,Knuckles,-20.7413825989,-29.9337368011,,Sam Nielsen,3.0,HUNTER,,1.0,,5.0,40678.0,,1.0,,,"When confronted with accusations of performance-enhancing bananas, Knuckles replied, ""I get my fruit from trees I knock down with my bare hands like everyone else.""",7.0,,,,CFM_333,,,,,HUNTER,BEAST,LEGENDARY,,GANGS,,,"After this attacks a
minion, it also hits the enemy hero.",MINION,2,128.0,267,0.479400749064
815,Kobold Geomancer,38.1769561768,6.51778459549,,Gabor Szikszai,2.0,NEUTRAL,,1.0,,2.0,672.0,,,,HORDE,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",2.0,,,Unlocked at Warlock Level 59.,CS2_142,[SPELLPOWER],,,,NEUTRAL,,FREE,,CORE,1.0,,<b>Spell Damage +1</b>,MINION,0,494.0,1116,0.442652329749
816,Kodorider,-18.1667480469,19.8026676178,,Ben Wootten,3.0,NEUTRAL,,1.0,,6.0,2598.0,,,,,"Someone called her a Rhinorider, and she's NOT HAPPY.",5.0,,,,AT_099,[INSPIRE],,,,NEUTRAL,,EPIC,,TGT,,,<b>Inspire:</b> Summon a 3/5 War Kodo.,MINION,0,47.0,88,0.534090909091
817,Kooky Chemist,-19.6599330902,16.1985416412,,Dave Allsop,4.0,NEUTRAL,,1.0,,4.0,40289.0,,,,,#abs,4.0,,,,CFM_063,[BATTLECRY],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_MINION_TARGET': 0}",NEUTRAL,,COMMON,,GANGS,,,<b>Battlecry:</b> Swap the Attack and Health of a minion.,MINION,0,20.0,46,0.434782608696
818,Kor'kron Elite,18.6624164581,36.428943634,,Alex Horley Orlandelli,4.0,WARRIOR,,1.0,,4.0,28.0,,,,,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,3.0,,Unlocked at Level 4.,Unlocked at Level 44.,NEW1_011,[CHARGE],,,,WARRIOR,,FREE,,CORE,,,<b>Charge</b>,MINION,7,14932.0,30167,0.494977956045
819,Krul the Unshackled,-37.7276115417,-5.93091392517,,James Ryman,7.0,WARLOCK,,1.0,,9.0,40537.0,,1.0,,,"Spicklefizz pondered his life choices as he looked at the chain around his neck. ""Become a warlock,"" they said. ""You get to enslave demons,"" they said.",9.0,,,,CFM_750,[BATTLECRY],,,,WARLOCK,DEMON,LEGENDARY,,GANGS,,,"[x]<b>Battlecry:</b> If your deck has
no duplicates, summon all
 Demons from your hand. ",MINION,3,115.0,194,0.592783505155
820,Kun the Forgotten King,5.29986715317,-39.8123054504,,Jon Neimeister,7.0,DRUID,,1.0,,10.0,40416.0,,1.0,,,"Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.",7.0,,,,CFM_308,[CHOOSE_ONE],,,,DRUID,,LEGENDARY,,GANGS,,,<b>Choose One -</b> Gain 10 Armor; or Refresh your Mana Crystals.,MINION,5,1259.0,1844,0.682754880694
821,Kvaldir Raider,0.105496242642,15.9049577713,,Trent Kaniuga,4.0,NEUTRAL,,1.0,,5.0,2511.0,,,,,Coming soon... to a tuskarr village near you!,4.0,,,,AT_119,[INSPIRE],,,,NEUTRAL,,COMMON,,TGT,,,<b>Inspire:</b> Gain +2/+2.,MINION,0,21.0,57,0.368421052632
822,Lady Liadrin,15.5820617676,-1.73934113979,,,,PALADIN,,1.0,,,2827.0,,,,,,30.0,,,,HERO_04a,,,,,PALADIN,,EPIC,,HERO_SKINS,,,,HERO,1,2.0,2,1.0
823,Lady Naz'jar,11.9298868179,-5.44948673248,,,,NEUTRAL,,,,,17192.0,,,,,,30.0,,,,LOEA12_1,,,,,NEUTRAL,,,,LOE,,,,HERO,0,0.0,1,0.0
824,Lakkari Felhound,-38.0711288452,-9.7811756134,,Dave Allsop,3.0,WARLOCK,,1.0,,4.0,41873.0,,,,,Guaranteed to track tar all over your carpet.,8.0,,,,UNG_833,"[BATTLECRY, TAUNT]",,,,WARLOCK,DEMON,COMMON,,UNGORO,,,"<b>Taunt</b>
<b>Battlecry:</b> Discard two random cards.",MINION,3,222.0,527,0.421252371917
825,Lakkari Sacrifice,-39.5876998901,-10.4403524399,,Konstantin Turovec,,WARLOCK,,1.0,,1.0,41856.0,,1.0,,,"They asked, “And what must we give in return?” Gul’dan lowered his hood and answered: “Six… cards…”",,,,,UNG_829,[QUEST],,,,WARLOCK,,LEGENDARY,,UNGORO,,,"[x]<b>Quest:</b> Discard 6 cards.
<b>Reward:</b> Nether Portal.",SPELL,3,59.0,210,0.280952380952
826,Lance Carrier,-26.4743404388,-11.4174880981,,Tyson Murphy,1.0,NEUTRAL,,1.0,,2.0,2577.0,,,,,"Lance Carrier is an obscure entry level position in orcish armies.  A mystery, since orcs don't generally use lances.",2.0,,,,AT_084,[BATTLECRY],,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,,TGT,,Give +2 Attack.,<b>Battlecry:</b> Give a friendly minion +2 Attack.,MINION,0,338.0,611,0.553191489362
827,Lantern of Power,-3.78550672531,23.7809238434,,,,NEUTRAL,,,,10.0,19614.0,,,,,,,,,,LOEA16_3,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,LOE,,,Give a minion +10/+10.,SPELL,0,29.0,31,0.935483870968
828,Laughing Sister,-15.4749755859,24.2256622314,,,3.0,DREAM,,,,3.0,340.0,,,,,,5.0,,,,DREAM_01,"[CANT_BE_TARGETED_BY_SPELLS, CANT_BE_TARGETED_BY_HERO_POWERS]",,,,DREAM,,,,EXPERT1,,,Can't be targeted by spells or Hero Powers.,MINION,11,587.0,909,0.645764576458
829,Lava Burst,47.5361289978,8.40233039856,,Dan Scott,,SHAMAN,,1.0,,3.0,864.0,,,,,It's like an ocean of liquid magma in your mouth!,,,,,EX1_241,[OVERLOAD],,2.0,{u'REQ_TARGET_TO_PLAY': 0},SHAMAN,,RARE,,EXPERT1,,,Deal $5 damage. <b>Overload:</b> (2),SPELL,6,5958.0,10503,0.567266495287
830,Lava Shock,47.2088165283,4.26961421967,,Zoltan Boros,,SHAMAN,,1.0,,2.0,2289.0,,,,,Chocolate lava cake is shockingly delicious.,,,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_011,,,,{u'REQ_TARGET_TO_PLAY': 0},SHAMAN,,RARE,[OVERLOAD],BRM,,,"Deal $2 damage.
Unlock your <b>Overloaded</b> Mana Crystals.",SPELL,6,1351.0,2707,0.499076468415
831,Lay on Hands,27.0332202911,-34.3595199585,,Raymond Swanland,,PALADIN,,1.0,,8.0,594.0,,,,,A grammatically awkward life saver.,,,,,EX1_354,,,,{u'REQ_TARGET_TO_PLAY': 0},PALADIN,,EPIC,,EXPERT1,,,Restore #8 Health. Draw 3 cards.,SPELL,1,548.0,1076,0.509293680297
832,Leatherclad Hogleader,-2.07262420654,-18.6198253632,,Mike Sass,6.0,NEUTRAL,,1.0,,6.0,40613.0,,,,,"The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.",6.0,,,,CFM_810,[BATTLECRY],,,,NEUTRAL,,EPIC,[CHARGE],GANGS,,,"<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.",MINION,0,14.0,30,0.466666666667
833,Leeching Poison,16.525188446,13.175994873,,Ben Thompson,,ROGUE,,1.0,,2.0,42665.0,,,,,No actual leeches were harmed in the creation of this card.,,,,,ICC_221,,,,{u'REQ_WEAPON_EQUIPPED': 0},ROGUE,,COMMON,[LIFESTEAL],ICECROWN,,,Give your weapon <b>Lifesteal</b>.,SPELL,8,5.0,18,0.277777777778
834,Leeroy Jenkins,-20.6707801819,-13.3829460144,,Gabe from Penny Arcade,6.0,NEUTRAL,,1.0,,5.0,559.0,,1.0,,ALLIANCE,At least he has Angry Chicken.,2.0,,,,EX1_116,"[BATTLECRY, CHARGE]",,,,NEUTRAL,,LEGENDARY,,EXPERT1,,,<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.,MINION,0,7652.0,12379,0.618143630342
835,Legacy of the Emperor,17.716627121,-6.25503826141,,,,NEUTRAL,,,,3.0,1672.0,,,,,,,,,,TU4f_004,,,,,NEUTRAL,,COMMON,,MISSIONS,,,Give your minions +2/+2. <i>(+2 Attack/+2 Health)</i>,SPELL,0,1.0,1,1.0
836,Leokk,-24.1522693634,-29.4421234131,,,2.0,HUNTER,,,,0.0,25074.0,,,,,,4.0,,,,LOEA02_10a,,,,{u'REQ_NUM_MINION_SLOTS': 1},HUNTER,BEAST,,,LOE,,,Your minions have +1 Attack.,MINION,2,42.0,67,0.626865671642
837,Leper Gnome,-23.0683116913,-13.3837556839,,Glenn Rane,1.0,NEUTRAL,,1.0,,1.0,658.0,,,,,"He really just wants to be your friend, but the constant rejection is starting to really get to him.",1.0,,,,EX1_029,[DEATHRATTLE],,,,NEUTRAL,,COMMON,,EXPERT1,,,<b>Deathrattle:</b> Deal 2 damage to the enemy hero.,MINION,0,233.0,585,0.398290598291
838,Lesser Heal,-31.278553009,27.2697124481,,,,PRIEST,,,,2.0,479.0,,,,,,,,,,CS1h_001,,,,{u'REQ_TARGET_TO_PLAY': 0},PRIEST,,FREE,,CORE,,,"<b>Hero Power</b>
Restore #2 Health.",HERO_POWER,4,42673.0,85532,0.498912687649
839,Life Tap,-45.5456848145,-5.64257097244,,,,WARLOCK,,,,2.0,300.0,,,,,,,,,,CS2_056,,,,,WARLOCK,,FREE,,CORE,,,"<b>Hero Power</b>
Draw a card and take $2 damage.",HERO_POWER,3,37809.0,78816,0.479712241169
840,Light of the Naaru,-28.3673229218,28.5626773834,,Jesper Ejsing,,PRIEST,,1.0,,1.0,1933.0,,,,,"""Light it up!"" - Command given to both Lightwardens and Goblins holding Flamecannons.",,,,,GVG_012,,,,{u'REQ_TARGET_TO_PLAY': 0},PRIEST,,RARE,,GVG,,,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",SPELL,4,177.0,335,0.528358208955
841,Light's Champion,11.8298215866,4.57504463196,,Andrea Uderzo,4.0,NEUTRAL,,1.0,,3.0,2259.0,,,,,"When there's something strange (say, a gibbering demon) in your neighborhood, who are you going to call?",3.0,,,,AT_106,[BATTLECRY],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_WITH_RACE': 15}",NEUTRAL,,RARE,[SILENCE],TGT,,<b>Silence</b> a Demon.,<b>Battlecry:</b> <b>Silence</b> a Demon.,MINION,0,6.0,20,0.3
842,Light's Justice,27.1743907928,-26.5886249542,,Glenn Rane,1.0,PALADIN,,1.0,,1.0,383.0,4.0,,,,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,,,Unlocked at Level 1.,Unlocked at Level 36.,CS2_091,,,,,PALADIN,,FREE,,CORE,,,,WEAPON,1,94.0,258,0.364341085271
843,Light's Sorrow,30.7495307922,-26.8064823151,,Ben Thompson,1.0,PALADIN,,1.0,,4.0,42735.0,4.0,,,,These sorrows cut deep.,,,,,ICC_071,,,,,PALADIN,,EPIC,[DIVINE_SHIELD],ICECROWN,,,"After a friendly minion loses <b>Divine Shield</b>, gain +1 Attack.",WEAPON,1,4.0,11,0.363636363636
844,Lightbomb,-28.2918395996,29.5235671997,,Luca Zontini,,PRIEST,,1.0,,6.0,1938.0,,,,,This is what happens when you allow goblins to be priests.,,,,,GVG_008,,,,,PRIEST,,EPIC,,GVG,,,Deal damage to each minion equal to its Attack.,SPELL,4,306.0,603,0.507462686567
845,Lightfused Stegodon,32.1394920349,-32.4473991394,,Dan Scott,3.0,PALADIN,,1.0,,4.0,41945.0,,,,,"“Come now, Johnston. I think those horns are quite fetching on you.”",4.0,,,,UNG_962,[BATTLECRY],,,,PALADIN,BEAST,RARE,[ADAPT],UNGORO,,,<b>Battlecry:</b> <b>Adapt</b> your Silver Hand Recruits.,MINION,1,385.0,666,0.578078078078
846,Lightning Bolt,48.2057228088,7.63666963577,,Daarken,,SHAMAN,,1.0,,1.0,505.0,,,,,Lightning Bolt! Lightning Bolt! Lightning Bolt!,,,,,EX1_238,[OVERLOAD],,1.0,{u'REQ_TARGET_TO_PLAY': 0},SHAMAN,,COMMON,,EXPERT1,,,Deal $3 damage. <b>Overload:</b> (1),SPELL,6,14806.0,28393,0.521466558659
847,Lightning Jolt,38.5209350586,11.1143312454,,,,SHAMAN,,,,2.0,2803.0,,,,,,,,,,AT_050t,,,,{u'REQ_TARGET_TO_PLAY': 0},SHAMAN,,,,TGT,,,"<b>Hero Power</b>
Deal $2 damage.",HERO_POWER,6,136.0,236,0.576271186441
848,Lightning Speed,-3.30688095093,4.60535049438,,James Ryman,,NEUTRAL,,,,0.0,41062.0,,,,,,,,,,UNG_999t7,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,UNGORO,,,<b>Windfury</b>,SPELL,0,4.0,4,1.0
849,Lightning Storm,47.0563659668,-0.0650284737349,,Christopher Moeller,,SHAMAN,,1.0,,3.0,629.0,,,,,"An umbrella won't be effective, I'm afraid.",,,,,EX1_259,[OVERLOAD],,2.0,,SHAMAN,,RARE,,EXPERT1,,,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),SPELL,6,10502.0,22337,0.470161615257
850,Lightspawn,-29.4979743958,21.4798374176,,Daarken,0.0,PRIEST,,1.0,,4.0,886.0,,,,,Spawn of the Light? Or Pawn of the Lights?,5.0,,,,EX1_335,,,,,PRIEST,ELEMENTAL,COMMON,,EXPERT1,,,This minion's Attack is always equal to its Health.,MINION,4,163.0,417,0.390887290168
851,Lightwarden,-26.0264339447,19.152797699,,Erik Ko,1.0,NEUTRAL,,1.0,,1.0,1655.0,,,,,She’s smaller than her sisters Mediumwarden and Heavywarden.,2.0,,,,EX1_001,,,,,NEUTRAL,,RARE,,EXPERT1,,,"Whenever a character is healed, gain +2 Attack.",MINION,0,229.0,507,0.4516765286
852,Lightwell,-29.0167732239,21.4544773102,,Blizzard Entertainment,0.0,PRIEST,,1.0,,2.0,797.0,,,,,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",5.0,,,,EX1_341,,,,,PRIEST,,RARE,,EXPERT1,,,"At the start of your turn, restore 3 Health to a damaged friendly character.",MINION,4,135.0,344,0.392441860465
853,Lil' Exorcist,5.77876567841,-11.6144828796,,Jim Nelson,2.0,NEUTRAL,,1.0,,3.0,2065.0,,,,,Warlocks have the town exorcist on speed dial in case they unleash the wrong demon.,3.0,,,,GVG_097,"[BATTLECRY, TAUNT]",,,,NEUTRAL,,RARE,[DEATHRATTLE],GVG,,,"<b>Taunt</b>
<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.",MINION,0,3.0,14,0.214285714286
854,Lilian Voss,20.5209655762,17.5886001587,,Gonzalo Ordonez,4.0,ROGUE,,1.0,,4.0,43031.0,,1.0,,,"She doesn't feel pity, or remorse, or fear. And she absolutely will not stop... ever, until all necromancers are dead.",5.0,,,,ICC_811,[BATTLECRY],,,,ROGUE,,LEGENDARY,,ICECROWN,,,<b>Battlecry:</b> Replace spells in your hand with random spells <i>(from your opponent's class).</i>,MINION,8,17.0,43,0.395348837209
855,Liquid Membrane,17.2207164764,-10.3962812424,,Jakub Kasber,,NEUTRAL,,,,0.0,41060.0,,,,,,,,,,UNG_999t5,"[CANT_BE_TARGETED_BY_SPELLS, CANT_BE_TARGETED_BY_HERO_POWERS]",,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,UNGORO,,,Can't be targeted by spells or Hero Powers.,SPELL,0,2.0,2,1.0
856,Living Mana,-4.80781364441,-35.2315292358,,Matt Gaser,,DRUID,,1.0,,5.0,41094.0,,,,,"If you truly love your mana, set it free.",,,,,UNG_111,,,,,DRUID,,EPIC,,UNGORO,,,Transform your Mana Crystals into 2/2 minions. Recover the mana when they die.,SPELL,5,2560.0,5996,0.426951300867
857,Living Roots,-0.0548473037779,-36.2406005859,,Dan Brereton,,DRUID,,1.0,,1.0,2792.0,,,,,2 out of 2 saplings recommend that you summon the saplings.,,,,,AT_037,[CHOOSE_ONE],,,{u'REQ_TARGET_TO_PLAY': 0},DRUID,,COMMON,,TGT,,,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,SPELL,5,12860.0,24271,0.529850438795
858,Living Spores,4.91528558731,5.63296508789,,Zoltan Boros,,NEUTRAL,,,,0.0,41057.0,,,,,,,,,,UNG_999t2,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,UNGORO,,,<b>Deathrattle:</b> Summon two 1/1 Plants.,SPELL,0,2.0,6,0.333333333333
859,Loatheb,-15.1340045929,5.53836631775,,Samwise,5.0,NEUTRAL,,1.0,,5.0,1914.0,,1.0,,,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,5.0,,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_030,[BATTLECRY],,,,NEUTRAL,,LEGENDARY,,NAXX,,,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,MINION,0,715.0,1243,0.575221238938
860,Lock and Load,-26.5427436829,-35.9341316223,,Matt Dixon,,HUNTER,,1.0,,2.0,2484.0,,,,,"Rexxar narrowed his eyes, grabbed his machine gun, and said: ""It's go time.  Lock and load.""
This card pays homage to that special moment.",,,,,AT_061,,,,,HUNTER,,EPIC,,TGT,,,"Each time you cast a spell this turn, add a random Hunter card to your hand.",SPELL,2,228.0,551,0.413793103448
861,Looming Presence,-0.316856443882,3.85491967201,,,,NEUTRAL,,,,3.0,37345.0,,,,,,,,,,LOEA_01,,,,,NEUTRAL,,,,LOE,,,Draw 2 cards. Gain 4 Armor.,SPELL,0,3.0,6,0.5
862,Loot Hoarder,-9.37146663666,3.98279976845,,Jim Nelson,2.0,NEUTRAL,,1.0,,2.0,251.0,,,,,Always roll need.,1.0,,,,EX1_096,[DEATHRATTLE],,,,NEUTRAL,,COMMON,,EXPERT1,,,<b>Deathrattle:</b> Draw a card.,MINION,0,8551.0,18136,0.47149316277
863,Lord Jaraxxus,-43.8976898193,-2.27516627312,,Alex Horley Orlandelli,3.0,WARLOCK,,1.0,,9.0,777.0,,1.0,,,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",15.0,,,,EX1_323,[BATTLECRY],,,,WARLOCK,DEMON,LEGENDARY,,EXPERT1,,,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,MINION,3,1429.0,2302,0.620764552563
864,Lord of the Arena,7.92593383789,-17.5395793915,,E.M. Gist,6.0,NEUTRAL,,1.0,,6.0,157.0,,,,ALLIANCE,"He used to be a 2100+ rated arena player, but that was years ago and nobody can get him to shut up about it.",5.0,,,Unlocked at Priest Level 59.,CS2_162,[TAUNT],,,,NEUTRAL,,FREE,,CORE,,,<b>Taunt</b>,MINION,0,118.0,316,0.373417721519
865,Lorewalker Cho,7.30894565582,-14.635928154,,Mark Zug,0.0,NEUTRAL,,1.0,,2.0,1135.0,,1.0,,,"Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.",4.0,,,,EX1_100,,,,,NEUTRAL,,LEGENDARY,,EXPERT1,,,"Whenever a player casts a spell, put a copy into the other player’s hand.",MINION,0,73.0,180,0.405555555556
866,Lost Tallstrider,-2.66512274742,-2.05890417099,,Benjamin Zhang,5.0,NEUTRAL,,1.0,,4.0,2039.0,,,,,"The message, ""If found, please return to Mulgore,"" is tattooed on his rear.",4.0,,,,GVG_071,,,,,NEUTRAL,BEAST,COMMON,,GVG,,,,MINION,0,6.0,15,0.4
867,Lost in the Jungle,32.0234527588,-32.7828712463,,Zoltan Boros,,PALADIN,,1.0,,1.0,41912.0,,,,ALLIANCE,George and Karl were never heard from again.,,,,,UNG_960,,,,{u'REQ_NUM_MINION_SLOTS': 1},PALADIN,,COMMON,,UNGORO,,,Summon two 1/1 Silver Hand Recruits.,SPELL,1,651.0,1227,0.530562347188
868,Lothar's Left Greave,13.8370656967,-3.88916015625,,,,NEUTRAL,,,,0.0,25399.0,,,,,,,,,,LOEA16_9,,,,,NEUTRAL,,,,LOE,,,Deal $3 damage to all enemies.,SPELL,0,1.0,1,1.0
869,Lotus Agents,19.0826473236,12.1928434372,,Grace Liu,5.0,NEUTRAL,"[DRUID, ROGUE, SHAMAN]",1.0,,5.0,40742.0,,,,,"Mostly, they stand around and look cool.",3.0,,,,CFM_852,[BATTLECRY],JADE_LOTUS,,,NEUTRAL,,RARE,[DISCOVER],GANGS,,,"<b>Battlecry:</b> <b>Discover</b> a Druid, Rogue, or Shaman card.",MINION,0,446.0,978,0.456032719836
870,Lotus Assassin,23.5969963074,22.5311164856,,Garrett Hanna,5.0,ROGUE,,1.0,,5.0,40441.0,,,,,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",5.0,,,,CFM_634,[STEALTH],,,,ROGUE,,EPIC,,GANGS,,,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",MINION,8,111.0,191,0.581151832461
871,Lotus Illusionist,40.327835083,8.37871742249,,Luke Mancini,3.0,SHAMAN,,1.0,,4.0,40693.0,,,,,"If you think her Illidan and Sylvanas cosplay is great, wait till you see her Reno Jackson!",5.0,,,,CFM_697,,,,,SHAMAN,,EPIC,,GANGS,,,"[x]After this minion attacks
a hero, transform it into a
 random 6-Cost minion.",MINION,6,51.0,119,0.428571428571
872,Lowly Squire,-24.1242847443,-11.664683342,,Ron Spears,1.0,NEUTRAL,,1.0,,1.0,2486.0,,,,,But not the lowliest!,2.0,,,,AT_082,[INSPIRE],,,,NEUTRAL,,COMMON,,TGT,,,<b>Inspire:</b> Gain +1 Attack.,MINION,0,94.0,220,0.427272727273
873,Luckydo Buccaneer,24.9582462311,18.2969589233,,Mark Gibbons,5.0,ROGUE,,1.0,,6.0,40791.0,,,,,You can't just leave a Luckydo somewhere.  You gotta keep 'em with you!  Especially in Gadgetzan!,5.0,,,,CFM_342,[BATTLECRY],,,,ROGUE,PIRATE,EPIC,,GANGS,,,"<b>Battlecry:</b> If your weapon has at least 3 Attack, gain +4/+4.",MINION,8,36.0,87,0.413793103448
874,Lunar Visions,5.8452539444,-34.7659568787,,Arthur Bozonnet,,DRUID,,1.0,,5.0,40615.0,,,,,The true mystery of lunar visions is how there is nothing to watch when there are so many channels.,,,,,CFM_811,,,,,DRUID,,EPIC,,GANGS,,,Draw 2 cards. Minions drawn cost (2) less.,SPELL,5,229.0,541,0.423290203327
875,Lyra the Sunshard,-36.1574020386,22.3703212738,,Phil Saunders,3.0,PRIEST,,1.0,,5.0,42046.0,,1.0,,,"Arise, fair sun, and kill my envious foes. They don't have a legendary as beautiful as you.",5.0,,,,UNG_963,,,,,PRIEST,ELEMENTAL,LEGENDARY,,UNGORO,,,"Whenever you cast a spell, add a random Priest spell to your hand.",MINION,4,3036.0,5390,0.563265306122
876,Mad Bomber,-14.9245452881,-3.04961371422,,Mike Sass,3.0,NEUTRAL,,1.0,,2.0,762.0,,,,ALLIANCE,"He's not really all that crazy, he is just not as careful with explosives as he should be.",2.0,,,,EX1_082,[BATTLECRY],,,,NEUTRAL,,COMMON,,EXPERT1,,,<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,MINION,0,107.0,258,0.414728682171
